class,bruises,odor,spore_print_color,population,habitat,mushroom_ID,gillID,capID,veilID,stalkID
e,t,n,n,v,d,efygtnfcbutbsswppwopnvd,fcbu,fyg,pwop,tbsswp
p,f,f,h,y,p,pfygfffcbhebkkpppwolhyp,fcbh,fyg,pwol,ebkkpp
e,t,n,k,y,d,effetnfcbutbsspgpwopkyd,fcbu,ffe,pwop,tbsspg
p,f,f,h,v,p,pxfgfffcbhebkkbppwolhvp,fcbh,xfg,pwol,ebkkbp
e,t,n,k,v,d,efygtnfcbutbsswppwopkvd,fcbu,fyg,pwop,tbsswp
p,f,c,n,s,d,pxfpfcfcnnebsswwpwopnsd,fcnn,xfp,pwop,ebssww
e,t,n,n,v,d,effetnfcbwtbsspppwopnvd,fcbw,ffe,pwop,tbsspp
p,f,c,n,v,d,pxfpfcfwnpebsswwpwopnvd,fwnp,xfp,pwop,ebssww
p,f,c,n,s,d,pxswfcfcnuebsswwpwopnsd,fcnu,xsw,pwop,ebssww
e,t,n,n,v,d,efygtnfcbntbsspwpwopnvd,fcbn,fyg,pwop,tbsspw
p,f,c,n,v,d,pxspfcfwnuebsswwpwopnvd,fwnu,xsp,pwop,ebssww
p,f,f,h,y,d,pxfgfffcbgebkkbbpwolhyd,fcbg,xfg,pwol,ebkkbb
e,t,n,n,v,d,exfntnfcbutbsswgpwopnvd,fcbu,xfn,pwop,tbsswg
e,t,n,k,y,d,efygtnfcbptbsspppwopkyd,fcbp,fyg,pwop,tbsspp
e,t,n,k,y,d,efyetnfcbutbsswwpwopkyd,fcbu,fye,pwop,tbssww
p,f,f,h,y,g,pxfgfffcbpebkkpbpwolhyg,fcbp,xfg,pwol,ebkkpb
p,f,c,n,v,d,pxfgfcfwnnebsswwpwopnvd,fwnn,xfg,pwop,ebssww
p,f,f,h,v,p,pxfgfffcbgebkkpbpwolhvp,fcbg,xfg,pwol,ebkkpb
p,f,c,n,s,d,pxfwfcfwnuebsswwpwopnsd,fwnu,xfw,pwop,ebssww
e,t,n,k,y,d,efyntnfcbptbssgwpwopkyd,fcbp,fyn,pwop,tbssgw
e,t,n,k,y,d,efygtnfcbptbsswwpwopkyd,fcbp,fyg,pwop,tbssww
p,f,c,k,s,d,pxfwfcfwngebsswwpwopksd,fwng,xfw,pwop,ebssww
e,t,n,k,y,d,exygtnfcbwtbssgwpwopkyd,fcbw,xyg,pwop,tbssgw
e,t,n,k,v,d,efyntnfcbwtbsswppwopkvd,fcbw,fyn,pwop,tbsswp
e,t,n,k,y,d,effgtnfcbutbssgwpwopkyd,fcbu,ffg,pwop,tbssgw
e,t,n,k,y,d,exyetnfcbptbsspgpwopkyd,fcbp,xye,pwop,tbsspg
e,t,n,k,y,d,efyetnfcbntbsspgpwopkyd,fcbn,fye,pwop,tbsspg
p,f,c,k,s,d,pxfwfcfwnnebsswwpwopksd,fwnn,xfw,pwop,ebssww
e,t,n,n,y,d,effetnfcbptbssggpwopnyd,fcbp,ffe,pwop,tbssgg
p,f,f,h,y,d,pxyyfffcbhebkknppwolhyd,fcbh,xyy,pwol,ebkknp
e,t,n,n,v,d,effgtnfcbptbsswppwopnvd,fcbp,ffg,pwop,tbsswp
e,t,n,n,v,d,efyntnfcbntbsspgpwopnvd,fcbn,fyn,pwop,tbsspg
p,f,c,n,v,d,pxfgfcfwnpebsswwpwopnvd,fwnp,xfg,pwop,ebssww
p,f,c,n,v,d,pxspfcfcnnebsswwpwopnvd,fcnn,xsp,pwop,ebssww
e,t,n,n,y,d,effetnfcbutbssgppwopnyd,fcbu,ffe,pwop,tbssgp
e,t,n,k,v,d,exfgtnfcbptbsspppwopkvd,fcbp,xfg,pwop,tbsspp
e,t,n,k,y,d,efygtnfcbutbssggpwopkyd,fcbu,fyg,pwop,tbssgg
p,f,f,h,v,p,pxfgfffcbhebkknbpwolhvp,fcbh,xfg,pwol,ebkknb
e,t,n,k,v,d,exyntnfcbutbsswwpwopkvd,fcbu,xyn,pwop,tbssww
e,t,n,k,y,d,efygtnfcbntbsspwpwopkyd,fcbn,fyg,pwop,tbsspw
e,t,n,n,y,d,effgtnfcbutbssggpwopnyd,fcbu,ffg,pwop,tbssgg
p,f,c,k,s,d,pxfgfcfcnpebsswwpwopksd,fcnp,xfg,pwop,ebssww
e,t,n,n,v,d,efyntnfcbptbsswppwopnvd,fcbp,fyn,pwop,tbsswp
p,f,f,h,v,p,pxfgfffcbhebkkpppwolhvp,fcbh,xfg,pwol,ebkkpp
e,t,n,k,v,d,efygtnfcbutbsspppwopkvd,fcbu,fyg,pwop,tbsspp
e,t,n,k,v,d,effetnfcbutbsspgpwopkvd,fcbu,ffe,pwop,tbsspg
e,t,n,k,y,d,effetnfcbntbsswppwopkyd,fcbn,ffe,pwop,tbsswp
p,f,c,n,v,d,pxswfcfcnuebsswwpwopnvd,fcnu,xsw,pwop,ebssww
p,f,c,n,s,d,pxfwfcfwnpebsswwpwopnsd,fwnp,xfw,pwop,ebssww
e,t,n,k,v,d,effetnfcbwtbsspwpwopkvd,fcbw,ffe,pwop,tbsspw
e,t,n,k,v,d,effetnfcbptbsswwpwopkvd,fcbp,ffe,pwop,tbssww
e,t,n,k,y,d,efyntnfcbutbsspgpwopkyd,fcbu,fyn,pwop,tbsspg
p,f,f,h,v,g,pxfgfffcbhebkknbpwolhvg,fcbh,xfg,pwol,ebkknb
e,t,n,k,y,d,efygtnfcbwtbssggpwopkyd,fcbw,fyg,pwop,tbssgg
p,f,f,h,y,p,pxfgfffcbpebkkpnpwolhyp,fcbp,xfg,pwol,ebkkpn
e,t,n,n,y,d,effetnfcbwtbssgppwopnyd,fcbw,ffe,pwop,tbssgp
p,f,f,h,v,g,pxfgfffcbhebkknppwolhvg,fcbh,xfg,pwol,ebkknp
e,t,n,n,v,d,efygtnfcbutbsspwpwopnvd,fcbu,fyg,pwop,tbsspw
e,t,n,k,y,d,effetnfcbutbsswwpwopkyd,fcbu,ffe,pwop,tbssww
e,t,n,n,v,d,efyntnfcbwtbsswwpwopnvd,fcbw,fyn,pwop,tbssww
p,f,f,h,y,d,pxfgfffcbhebkkpnpwolhyd,fcbh,xfg,pwol,ebkkpn
e,t,n,k,y,d,effetnfcbutbssggpwopkyd,fcbu,ffe,pwop,tbssgg
e,t,n,n,v,d,exfgtnfcbptbssggpwopnvd,fcbp,xfg,pwop,tbssgg
e,t,n,n,v,d,efygtnfcbntbsspgpwopnvd,fcbn,fyg,pwop,tbsspg
p,f,c,k,s,d,pxfwfcfwnuebsswwpwopksd,fwnu,xfw,pwop,ebssww
e,t,n,k,y,d,effetnfcbptbsswppwopkyd,fcbp,ffe,pwop,tbsswp
e,t,n,k,y,d,effetnfcbntbsspppwopkyd,fcbn,ffe,pwop,tbsspp
e,t,n,n,y,d,efyetnfcbutbsswgpwopnyd,fcbu,fye,pwop,tbsswg
e,t,n,k,v,d,exfetnfcbntbssgppwopkvd,fcbn,xfe,pwop,tbssgp
e,t,n,k,v,d,efyntnfcbutbsspwpwopkvd,fcbu,fyn,pwop,tbsspw
p,f,f,h,v,g,pxfgfffcbpebkkpnpwolhvg,fcbp,xfg,pwol,ebkkpn
e,t,n,k,v,d,exfgtnfcbntbsspwpwopkvd,fcbn,xfg,pwop,tbsspw
p,f,f,h,y,d,pxfgfffcbgebkkbnpwolhyd,fcbg,xfg,pwol,ebkkbn
e,t,n,k,v,d,efygtnfcbntbssgwpwopkvd,fcbn,fyg,pwop,tbssgw
e,t,n,n,y,d,efyntnfcbptbsspppwopnyd,fcbp,fyn,pwop,tbsspp
p,f,f,h,v,d,pxygfffcbhebkkbppwolhvd,fcbh,xyg,pwol,ebkkbp
e,t,n,n,y,d,efygtnfcbwtbsswppwopnyd,fcbw,fyg,pwop,tbsswp
p,f,f,h,v,d,pffgfffcbpebkknppwolhvd,fcbp,ffg,pwol,ebkknp
e,t,n,k,y,d,efyetnfcbwtbsspppwopkyd,fcbw,fye,pwop,tbsspp
p,f,c,n,v,d,pxsgfcfcngebsswwpwopnvd,fcng,xsg,pwop,ebssww
e,t,n,k,v,d,efyetnfcbutbsspwpwopkvd,fcbu,fye,pwop,tbsspw
e,t,n,k,y,d,efyntnfcbutbssgwpwopkyd,fcbu,fyn,pwop,tbssgw
e,t,n,k,v,d,exfetnfcbntbssgwpwopkvd,fcbn,xfe,pwop,tbssgw
e,t,n,k,v,d,efyetnfcbntbsspwpwopkvd,fcbn,fye,pwop,tbsspw
e,t,n,n,v,d,efygtnfcbwtbsspgpwopnvd,fcbw,fyg,pwop,tbsspg
p,f,c,k,s,d,pxspfcfwnnebsswwpwopksd,fwnn,xsp,pwop,ebssww
p,f,f,h,v,d,pffgfffcbhebkkbppwolhvd,fcbh,ffg,pwol,ebkkbp
e,t,n,n,v,d,effgtnfcbwtbsspwpwopnvd,fcbw,ffg,pwop,tbsspw
e,t,n,n,y,d,effetnfcbwtbsswgpwopnyd,fcbw,ffe,pwop,tbsswg
p,f,c,n,v,d,pxfpfcfcnuebsswwpwopnvd,fcnu,xfp,pwop,ebssww
e,t,n,n,y,d,effntnfcbptbssggpwopnyd,fcbp,ffn,pwop,tbssgg
e,t,n,k,v,d,efygtnfcbptbsspwpwopkvd,fcbp,fyg,pwop,tbsspw
e,t,n,k,y,d,efyetnfcbptbsspwpwopkyd,fcbp,fye,pwop,tbsspw
e,t,n,k,y,d,efyetnfcbwtbsswwpwopkyd,fcbw,fye,pwop,tbssww
e,t,n,n,y,d,exfgtnfcbntbsspgpwopnyd,fcbn,xfg,pwop,tbsspg
p,f,c,n,v,d,pxswfcfwnpebsswwpwopnvd,fwnp,xsw,pwop,ebssww
e,t,n,k,y,d,efygtnfcbntbssggpwopkyd,fcbn,fyg,pwop,tbssgg
p,f,f,h,v,d,pxygfffcbpebkkbppwolhvd,fcbp,xyg,pwol,ebkkbp
e,t,n,k,v,d,efyntnfcbptbsspwpwopkvd,fcbp,fyn,pwop,tbsspw
e,t,n,k,v,d,efyntnfcbptbssggpwopkvd,fcbp,fyn,pwop,tbssgg
p,f,c,k,s,d,pxsgfcfwnnebsswwpwopksd,fwnn,xsg,pwop,ebssww
e,t,n,n,y,d,efygtnfcbptbsspwpwopnyd,fcbp,fyg,pwop,tbsspw
e,t,n,n,v,d,efyetnfcbwtbsswwpwopnvd,fcbw,fye,pwop,tbssww
p,f,f,h,y,d,pxfgfffcbgebkkpnpwolhyd,fcbg,xfg,pwol,ebkkpn
e,t,n,n,y,d,exyntnfcbwtbssgppwopnyd,fcbw,xyn,pwop,tbssgp
e,t,n,n,v,d,efyetnfcbutbsspgpwopnvd,fcbu,fye,pwop,tbsspg
e,t,n,k,v,d,effetnfcbntbsspgpwopkvd,fcbn,ffe,pwop,tbsspg
p,f,c,n,s,d,pxspfcfcnnebsswwpwopnsd,fcnn,xsp,pwop,ebssww
p,f,f,h,v,d,pxfgfffcbhebkkpppwolhvd,fcbh,xfg,pwol,ebkkpp
e,t,n,k,v,d,efyetnfcbptbsspwpwopkvd,fcbp,fye,pwop,tbsspw
e,t,n,k,v,d,efygtnfcbptbssgwpwopkvd,fcbp,fyg,pwop,tbssgw
p,f,c,n,v,d,pxspfcfcnpebsswwpwopnvd,fcnp,xsp,pwop,ebssww
e,t,n,n,y,d,effgtnfcbutbsswgpwopnyd,fcbu,ffg,pwop,tbsswg
e,t,n,k,y,d,effetnfcbntbsswwpwopkyd,fcbn,ffe,pwop,tbssww
e,t,n,k,v,d,effntnfcbutbssgwpwopkvd,fcbu,ffn,pwop,tbssgw
e,t,n,n,v,d,exygtnfcbntbsswwpwopnvd,fcbn,xyg,pwop,tbssww
e,t,n,n,y,d,exyntnfcbwtbsswppwopnyd,fcbw,xyn,pwop,tbsswp
e,t,n,n,y,d,efyntnfcbutbssgppwopnyd,fcbu,fyn,pwop,tbssgp
p,f,c,k,v,d,pxfpfcfcnpebsswwpwopkvd,fcnp,xfp,pwop,ebssww
e,t,n,k,v,d,effetnfcbptbsswppwopkvd,fcbp,ffe,pwop,tbsswp
p,f,f,h,y,d,pxyyfffcbpebkknnpwolhyd,fcbp,xyy,pwol,ebkknn
p,f,c,n,v,d,pxsgfcfwnpebsswwpwopnvd,fwnp,xsg,pwop,ebssww
e,t,n,k,v,d,efyntnfcbwtbsswwpwopkvd,fcbw,fyn,pwop,tbssww
p,f,f,h,v,d,pffgfffcbpebkknnpwolhvd,fcbp,ffg,pwol,ebkknn
p,f,c,k,s,d,pxfgfcfwnnebsswwpwopksd,fwnn,xfg,pwop,ebssww
e,t,n,k,y,d,efygtnfcbptbsspgpwopkyd,fcbp,fyg,pwop,tbsspg
e,t,n,k,v,d,efygtnfcbutbssggpwopkvd,fcbu,fyg,pwop,tbssgg
e,t,n,n,v,d,efygtnfcbwtbssgppwopnvd,fcbw,fyg,pwop,tbssgp
e,t,n,n,y,d,exyntnfcbwtbssgwpwopnyd,fcbw,xyn,pwop,tbssgw
p,f,f,h,v,g,pxfyfffcbpebkkbnpwolhvg,fcbp,xfy,pwol,ebkkbn
e,t,n,n,y,d,effgtnfcbutbssgwpwopnyd,fcbu,ffg,pwop,tbssgw
p,f,f,h,v,p,pxfgfffcbpebkkbppwolhvp,fcbp,xfg,pwol,ebkkbp
e,t,n,n,v,d,efyetnfcbutbssgwpwopnvd,fcbu,fye,pwop,tbssgw
e,t,n,n,y,d,effetnfcbwtbsspgpwopnyd,fcbw,ffe,pwop,tbsspg
p,f,f,h,y,d,pffgfffcbpebkknppwolhyd,fcbp,ffg,pwol,ebkknp
e,t,n,k,v,d,effetnfcbptbsspgpwopkvd,fcbp,ffe,pwop,tbsspg
p,f,f,h,y,p,pxfyfffcbgebkkpnpwolhyp,fcbg,xfy,pwol,ebkkpn
e,t,n,n,v,d,effetnfcbutbssggpwopnvd,fcbu,ffe,pwop,tbssgg
e,t,n,n,v,d,effgtnfcbutbsswwpwopnvd,fcbu,ffg,pwop,tbssww
e,t,n,k,v,d,effetnfcbptbssggpwopkvd,fcbp,ffe,pwop,tbssgg
e,t,n,n,v,d,efyetnfcbntbsswwpwopnvd,fcbn,fye,pwop,tbssww
e,t,n,k,y,d,efyetnfcbntbssgwpwopkyd,fcbn,fye,pwop,tbssgw
e,t,n,n,v,d,efyntnfcbntbssgppwopnvd,fcbn,fyn,pwop,tbssgp
e,t,n,n,v,d,effgtnfcbwtbssggpwopnvd,fcbw,ffg,pwop,tbssgg
e,t,n,n,v,d,effetnfcbptbsspwpwopnvd,fcbp,ffe,pwop,tbsspw
p,f,f,h,v,g,pxfgfffcbgebkkbbpwolhvg,fcbg,xfg,pwol,ebkkbb
e,t,n,k,y,d,efyntnfcbutbsswgpwopkyd,fcbu,fyn,pwop,tbsswg
p,f,c,k,v,d,pxfgfcfcnnebsswwpwopkvd,fcnn,xfg,pwop,ebssww
e,t,n,n,v,d,efyntnfcbwtbssgwpwopnvd,fcbw,fyn,pwop,tbssgw
e,t,n,k,v,d,efygtnfcbwtbsswgpwopkvd,fcbw,fyg,pwop,tbsswg
e,t,n,k,y,d,exfetnfcbptbsspgpwopkyd,fcbp,xfe,pwop,tbsspg
e,t,n,k,y,d,efyetnfcbptbsspppwopkyd,fcbp,fye,pwop,tbsspp
e,t,n,n,v,d,effgtnfcbptbsspppwopnvd,fcbp,ffg,pwop,tbsspp
e,t,n,n,v,d,exygtnfcbptbssggpwopnvd,fcbp,xyg,pwop,tbssgg
p,f,c,k,s,d,pxfpfcfcngebsswwpwopksd,fcng,xfp,pwop,ebssww
e,t,n,n,y,d,exyntnfcbntbsspppwopnyd,fcbn,xyn,pwop,tbsspp
e,t,n,k,v,d,efyntnfcbntbsswgpwopkvd,fcbn,fyn,pwop,tbsswg
e,t,n,k,y,d,efygtnfcbwtbsspgpwopkyd,fcbw,fyg,pwop,tbsspg
p,f,f,h,y,g,pffgfffcbgebkknnpwolhyg,fcbg,ffg,pwol,ebkknn
e,t,n,n,v,d,efygtnfcbwtbsspppwopnvd,fcbw,fyg,pwop,tbsspp
e,t,n,k,y,d,efyetnfcbntbssggpwopkyd,fcbn,fye,pwop,tbssgg
p,f,f,h,y,g,pxfgfffcbgebkkpbpwolhyg,fcbg,xfg,pwol,ebkkpb
e,t,n,k,y,d,efyntnfcbntbsspgpwopkyd,fcbn,fyn,pwop,tbsspg
p,f,f,h,v,g,pxfgfffcbhebkkpbpwolhvg,fcbh,xfg,pwol,ebkkpb
e,t,n,k,y,d,effetnfcbwtbsswppwopkyd,fcbw,ffe,pwop,tbsswp
e,t,n,k,y,d,exyntnfcbwtbssgwpwopkyd,fcbw,xyn,pwop,tbssgw
e,t,n,k,y,d,exygtnfcbptbsspwpwopkyd,fcbp,xyg,pwop,tbsspw
e,t,n,k,v,d,efyetnfcbutbsswgpwopkvd,fcbu,fye,pwop,tbsswg
p,f,f,h,v,d,pxygfffcbpebkkbnpwolhvd,fcbp,xyg,pwol,ebkkbn
p,f,c,k,v,d,pxsgfcfcngebsswwpwopkvd,fcng,xsg,pwop,ebssww
p,f,f,h,v,g,pxfgfffcbpebkkbnpwolhvg,fcbp,xfg,pwol,ebkkbn
p,f,f,h,v,p,pxfgfffcbpebkkbbpwolhvp,fcbp,xfg,pwol,ebkkbb
p,f,f,h,y,p,pffgfffcbpebkkbbpwolhyp,fcbp,ffg,pwol,ebkkbb
e,t,n,k,v,d,effgtnfcbutbsswwpwopkvd,fcbu,ffg,pwop,tbssww
p,f,f,h,v,d,pxfgfffcbgebkkbnpwolhvd,fcbg,xfg,pwol,ebkkbn
e,t,n,k,v,d,efyetnfcbptbsswppwopkvd,fcbp,fye,pwop,tbsswp
e,t,n,n,v,d,efyntnfcbwtbsspgpwopnvd,fcbw,fyn,pwop,tbsspg
e,t,n,k,y,d,efyntnfcbntbsswgpwopkyd,fcbn,fyn,pwop,tbsswg
p,f,f,h,y,d,pxyyfffcbpebkknbpwolhyd,fcbp,xyy,pwol,ebkknb
e,t,n,k,y,d,efygtnfcbntbsswwpwopkyd,fcbn,fyg,pwop,tbssww
p,f,c,n,s,d,pxfpfcfwnuebsswwpwopnsd,fwnu,xfp,pwop,ebssww
e,t,n,n,y,d,effetnfcbwtbsswwpwopnyd,fcbw,ffe,pwop,tbssww
e,t,n,k,y,d,efyntnfcbntbssgppwopkyd,fcbn,fyn,pwop,tbssgp
e,t,n,k,v,d,exyntnfcbntbsswgpwopkvd,fcbn,xyn,pwop,tbsswg
e,t,n,n,y,d,effetnfcbptbsswwpwopnyd,fcbp,ffe,pwop,tbssww
p,f,f,h,y,g,pxfgfffcbhebkkpnpwolhyg,fcbh,xfg,pwol,ebkkpn
p,f,f,h,v,p,pxfgfffcbhebkkpnpwolhvp,fcbh,xfg,pwol,ebkkpn
e,t,n,k,v,d,effgtnfcbntbsspgpwopkvd,fcbn,ffg,pwop,tbsspg
e,t,n,n,v,d,exfntnfcbutbsspwpwopnvd,fcbu,xfn,pwop,tbsspw
p,f,f,h,v,d,pxfgfffcbpebkkpppwolhvd,fcbp,xfg,pwol,ebkkpp
e,t,n,n,y,d,effgtnfcbwtbsspgpwopnyd,fcbw,ffg,pwop,tbsspg
p,f,c,n,s,d,pxfpfcfcngebsswwpwopnsd,fcng,xfp,pwop,ebssww
e,t,n,n,v,d,efyntnfcbntbsswwpwopnvd,fcbn,fyn,pwop,tbssww
e,t,n,k,y,d,efygtnfcbntbssgppwopkyd,fcbn,fyg,pwop,tbssgp
p,f,f,h,y,p,pxfgfffcbgebkknnpwolhyp,fcbg,xfg,pwol,ebkknn
e,t,n,k,y,d,exfetnfcbwtbssggpwopkyd,fcbw,xfe,pwop,tbssgg
p,f,c,k,s,d,pxsgfcfwnuebsswwpwopksd,fwnu,xsg,pwop,ebssww
p,f,f,h,v,g,pxfgfffcbhebkkbppwolhvg,fcbh,xfg,pwol,ebkkbp
e,t,n,n,v,d,efyntnfcbntbsswppwopnvd,fcbn,fyn,pwop,tbsswp
p,f,f,h,v,d,pxfgfffcbgebkknbpwolhvd,fcbg,xfg,pwol,ebkknb
e,t,n,k,v,d,efyetnfcbptbsspgpwopkvd,fcbp,fye,pwop,tbsspg
e,t,n,n,y,d,effgtnfcbutbsspwpwopnyd,fcbu,ffg,pwop,tbsspw
e,t,n,n,y,d,effgtnfcbwtbssgppwopnyd,fcbw,ffg,pwop,tbssgp
e,t,n,n,y,d,efyntnfcbwtbsswppwopnyd,fcbw,fyn,pwop,tbsswp
e,t,n,n,y,d,efyetnfcbutbsswppwopnyd,fcbu,fye,pwop,tbsswp
e,t,n,k,y,d,efygtnfcbptbssggpwopkyd,fcbp,fyg,pwop,tbssgg
e,t,n,k,y,d,efyetnfcbutbsswgpwopkyd,fcbu,fye,pwop,tbsswg
e,t,n,k,y,d,efyntnfcbntbsspwpwopkyd,fcbn,fyn,pwop,tbsspw
p,f,f,h,y,g,pxyyfffcbpebkkpnpwolhyg,fcbp,xyy,pwol,ebkkpn
e,t,n,k,y,d,effgtnfcbutbsspppwopkyd,fcbu,ffg,pwop,tbsspp
e,t,n,n,v,d,efyntnfcbutbssgwpwopnvd,fcbu,fyn,pwop,tbssgw
p,f,f,h,y,g,pxfgfffcbgebkknbpwolhyg,fcbg,xfg,pwol,ebkknb
p,f,f,h,v,d,pxfgfffcbpebkkpbpwolhvd,fcbp,xfg,pwol,ebkkpb
p,f,f,h,y,p,pxfgfffcbpebkkbnpwolhyp,fcbp,xfg,pwol,ebkkbn
e,t,n,n,y,d,efyetnfcbutbssgppwopnyd,fcbu,fye,pwop,tbssgp
e,t,n,k,v,d,efyntnfcbptbsswppwopkvd,fcbp,fyn,pwop,tbsswp
p,f,f,h,y,d,pxygfffcbpebkknnpwolhyd,fcbp,xyg,pwol,ebkknn
p,f,f,h,v,p,pxfgfffcbpebkkpbpwolhvp,fcbp,xfg,pwol,ebkkpb
p,f,f,h,v,p,pfygfffcbpebkkbbpwolhvp,fcbp,fyg,pwol,ebkkbb
e,t,n,n,v,d,efyntnfcbwtbsspwpwopnvd,fcbw,fyn,pwop,tbsspw
p,f,c,n,s,d,pxfgfcfwnnebsswwpwopnsd,fwnn,xfg,pwop,ebssww
e,t,n,n,v,d,effetnfcbntbsspppwopnvd,fcbn,ffe,pwop,tbsspp
p,f,f,h,y,d,pffyfffcbhebkknbpwolhyd,fcbh,ffy,pwol,ebkknb
e,t,n,n,v,d,efyntnfcbutbssgppwopnvd,fcbu,fyn,pwop,tbssgp
e,t,n,k,y,d,exyetnfcbutbsswppwopkyd,fcbu,xye,pwop,tbsswp
p,f,f,h,y,p,pxfgfffcbhebkkbbpwolhyp,fcbh,xfg,pwol,ebkkbb
e,t,n,k,y,d,exyntnfcbptbsswwpwopkyd,fcbp,xyn,pwop,tbssww
p,f,c,n,v,d,pxswfcfcngebsswwpwopnvd,fcng,xsw,pwop,ebssww
e,t,n,k,v,d,efygtnfcbptbsswgpwopkvd,fcbp,fyg,pwop,tbsswg
e,t,n,n,v,d,effetnfcbptbsspppwopnvd,fcbp,ffe,pwop,tbsspp
e,t,n,n,y,d,efygtnfcbptbsspppwopnyd,fcbp,fyg,pwop,tbsspp
p,f,f,h,v,d,pxfgfffcbgebkkpbpwolhvd,fcbg,xfg,pwol,ebkkpb
e,t,n,n,v,d,efyetnfcbutbsswwpwopnvd,fcbu,fye,pwop,tbssww
e,t,n,n,y,d,efyetnfcbptbsswgpwopnyd,fcbp,fye,pwop,tbsswg
p,f,c,k,s,d,pxspfcfcngebsswwpwopksd,fcng,xsp,pwop,ebssww
e,t,n,k,v,d,effetnfcbutbsswwpwopkvd,fcbu,ffe,pwop,tbssww
e,t,n,k,y,d,effgtnfcbutbssgppwopkyd,fcbu,ffg,pwop,tbssgp
e,t,n,n,y,d,effgtnfcbwtbsswwpwopnyd,fcbw,ffg,pwop,tbssww
e,t,n,n,v,d,effgtnfcbutbssgppwopnvd,fcbu,ffg,pwop,tbssgp
p,f,f,h,v,p,pxfgfffcbhebkkbbpwolhvp,fcbh,xfg,pwol,ebkkbb
e,t,n,n,y,d,efyntnfcbptbsspgpwopnyd,fcbp,fyn,pwop,tbsspg
e,t,n,k,v,d,efygtnfcbntbsswgpwopkvd,fcbn,fyg,pwop,tbsswg
e,t,n,k,y,d,efyntnfcbutbsspppwopkyd,fcbu,fyn,pwop,tbsspp
p,f,c,k,s,d,pxspfcfcnnebsswwpwopksd,fcnn,xsp,pwop,ebssww
e,t,n,k,y,d,efyetnfcbntbsspppwopkyd,fcbn,fye,pwop,tbsspp
e,t,n,k,v,d,efygtnfcbptbssgppwopkvd,fcbp,fyg,pwop,tbssgp
e,t,n,k,y,d,efyetnfcbntbsswppwopkyd,fcbn,fye,pwop,tbsswp
p,f,c,k,s,d,pxswfcfcnuebsswwpwopksd,fcnu,xsw,pwop,ebssww
p,f,f,h,v,p,pxfgfffcbhebkknnpwolhvp,fcbh,xfg,pwol,ebkknn
e,t,n,n,v,d,efyntnfcbwtbsswppwopnvd,fcbw,fyn,pwop,tbsswp
p,f,f,h,v,g,pxfgfffcbgebkkpppwolhvg,fcbg,xfg,pwol,ebkkpp
p,f,c,n,s,d,pxfwfcfcnnebsswwpwopnsd,fcnn,xfw,pwop,ebssww
e,t,n,k,y,d,efyntnfcbwtbssggpwopkyd,fcbw,fyn,pwop,tbssgg
e,t,n,n,v,d,efygtnfcbptbsswwpwopnvd,fcbp,fyg,pwop,tbssww
e,t,n,n,v,d,efygtnfcbntbsswwpwopnvd,fcbn,fyg,pwop,tbssww
e,t,n,n,v,d,efygtnfcbwtbsswppwopnvd,fcbw,fyg,pwop,tbsswp
p,f,c,n,v,d,pxfwfcfwnpebsswwpwopnvd,fwnp,xfw,pwop,ebssww
e,t,n,n,v,d,effetnfcbutbsswwpwopnvd,fcbu,ffe,pwop,tbssww
p,f,f,h,v,g,pxfgfffcbgebkkpbpwolhvg,fcbg,xfg,pwol,ebkkpb
e,t,n,n,y,d,efyntnfcbwtbssgwpwopnyd,fcbw,fyn,pwop,tbssgw
e,t,n,n,v,d,efyntnfcbptbsspgpwopnvd,fcbp,fyn,pwop,tbsspg
p,f,c,k,v,d,pxspfcfcnuebsswwpwopkvd,fcnu,xsp,pwop,ebssww
e,t,n,n,y,d,efygtnfcbntbsswgpwopnyd,fcbn,fyg,pwop,tbsswg
p,f,c,n,v,d,pxspfcfcngebsswwpwopnvd,fcng,xsp,pwop,ebssww
e,t,n,n,y,d,exyntnfcbntbsswppwopnyd,fcbn,xyn,pwop,tbsswp
p,f,f,h,y,g,pxygfffcbpebkkbbpwolhyg,fcbp,xyg,pwol,ebkkbb
e,t,n,k,y,d,efyetnfcbwtbssgwpwopkyd,fcbw,fye,pwop,tbssgw
p,f,c,n,s,d,pxfpfcfcnpebsswwpwopnsd,fcnp,xfp,pwop,ebssww
p,f,f,h,v,p,pxfgfffcbpebkkpnpwolhvp,fcbp,xfg,pwol,ebkkpn
e,t,n,n,y,d,effetnfcbutbsswgpwopnyd,fcbu,ffe,pwop,tbsswg
e,t,n,k,y,d,effetnfcbwtbssgwpwopkyd,fcbw,ffe,pwop,tbssgw
p,f,c,n,s,d,pxfgfcfcnuebsswwpwopnsd,fcnu,xfg,pwop,ebssww
p,f,f,h,v,g,pxfgfffcbpebkknnpwolhvg,fcbp,xfg,pwol,ebkknn
e,t,n,n,y,d,efygtnfcbntbsswwpwopnyd,fcbn,fyg,pwop,tbssww
p,f,f,h,v,d,pxfgfffcbpebkknbpwolhvd,fcbp,xfg,pwol,ebkknb
e,t,n,k,v,d,effetnfcbwtbsspppwopkvd,fcbw,ffe,pwop,tbsspp
e,t,n,k,v,d,efyntnfcbutbsswppwopkvd,fcbu,fyn,pwop,tbsswp
p,f,f,h,y,d,pfyyfffcbhebkkbnpwolhyd,fcbh,fyy,pwol,ebkkbn
e,t,n,k,y,d,efyetnfcbntbsswwpwopkyd,fcbn,fye,pwop,tbssww
